PAC,long,lat
3871229538465826,-38.465825999969866,-3.871229499941421
3866724638468431,-38.46843099959091,-3.8667245997604027
3878725438461380,-38.461379999986946,-3.8787253995574815
3878602238461628,-38.46162799973234,-3.8786021996317572
3877552038462239,-38.4622390000298,-3.8775520001246377
3877537638462220,-38.46222000005292,-3.8775376001800623
3877552038462239,-38.4622390000298,-3.8775520001246377
3855842938462464,-38.462463999613874,-3.8558429001296872
3855494838463914,-38.463913999931094,-3.85549480044466
3855528738464300,-38.46429999974515,-3.8555287003891863
3856631338464406,-38.46441799979084,-3.856993900148325
3855906038464412,-38.46440600013676,-3.8566312997946284
3855906038464412,-38.46441200041346,-3.855906000161724
3855554738464367,-38.46436700013692,-3.8555546997895362
3855720338462802,-38.46353200030154,-3.8555576999278856
3855720338462802,-38.4628019999123,-3.8557203000517575
3858508738470322,-38.47032199956061,-3.858508700216305
3858524238470327,-38.470326999791155,-3.858524200031752
3858532838470239,-38.47023900022964,-3.858532800248497
3857448938471999,-38.47199899955416,-3.857448900446343
3857440938471980,-38.471979999577286,-3.8574409000774494
